timestamp,strategy_name,dte_bucket,state_at_entry,trigger_type,entry_price,exit_price,pnl,adx_at_entry,vr_ratio
2026-09-17T06:53:33.362930+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,54.8,,0.0,,
2026-09-17T06:53:33.371773+00:00,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,74.2,,0.0,,
2026-09-17T06:59:45.918690+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T06:59:45.918785+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T06:59:45.918861+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T06:59:45.918931+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T06:59:54.706628+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T06:59:54.706698+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T06:59:54.706748+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T06:59:54.706793+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T06:59:54.748366+00:00,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,82.45,,0.0,,
2026-09-17T07:00:05.346361+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:00:05.346439+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:00:05.346508+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:00:05.346566+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:00:05.394086+00:00,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,82.45,,0.0,,
2026-09-17T07:00:13.013601+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:00:13.013694+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:00:13.013749+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:00:13.013795+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:00:13.057457+00:00,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,82.45,,0.0,,
2026-09-17T07:01:46.969616+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:01:46.969713+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:01:46.969779+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:01:46.969875+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:02:03.210933+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:03.211051+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:03.211138+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:02:03.211229+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:02:03.319763+00:00,NiftyOptions,,TRAILING_STOP_HIT,TRAILING_STOP_HIT,31.95,,0.0,,
2026-09-17T07:02:18.675099+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:18.675198+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:18.675297+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:02:18.675368+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:02:18.690389+00:00,NiftyOptions,,TRAILING_STOP_HIT,TRAILING_STOP_HIT,45.2,,0.0,,
2026-09-17T07:02:35.693194+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:35.693297+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:35.693373+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:02:35.693447+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:02:35.707789+00:00,NiftyOptions,,TRAILING_STOP_HIT,TRAILING_STOP_HIT,45.7,,0.0,,
2026-09-17T07:02:54.987655+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:54.987764+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:02:54.987850+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:02:54.987929+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:02:55.001409+00:00,NiftyOptions,,TRAILING_STOP_HIT,TRAILING_STOP_HIT,45.7,,0.0,,
2026-09-17T07:03:13.769732+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:03:13.769823+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:03:13.769912+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:03:13.769994+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:03:13.790483+00:00,NiftyOptions,,TRAILING_STOP_HIT,TRAILING_STOP_HIT,45.7,,0.0,,
2026-09-17T07:03:23.494282+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:03:23.494354+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:03:23.494422+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:03:23.494491+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:03:23.507718+00:00,NiftyOptions,,TRAILING_STOP_HIT,TRAILING_STOP_HIT,45.7,,0.0,,
2026-09-17T07:04:38.553163+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:04:38.553286+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:04:38.553396+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,58.55,,0.0,,
2026-09-17T07:04:38.553474+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,51.05,,0.0,,
2026-09-17T07:22:52.095229+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:22:52.095326+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:22:52.095453+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,61.05,,0.0,,
2026-09-17T07:22:52.095536+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,48.55,,0.0,,
2026-09-17T07:32:22.467484+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:32:22.467603+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T07:32:22.467708+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,58.0,,0.0,,
2026-09-17T07:32:22.467790+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,51.6,,0.0,,
2026-09-17T08:12:42.069019+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T08:12:42.069077+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T08:12:42.069121+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,62.05,,0.0,,
2026-09-17T08:12:42.069161+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,47.55,,0.0,,
2026-09-17T08:27:14.861750+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T08:27:14.861802+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,0.7,,0.0,,
2026-09-17T08:27:14.861845+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,60.6,,0.0,,
2026-09-17T08:27:14.861885+00:00,NiftyOptions,,RE_CENTER,RE_CENTER,49.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,115.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,RE_CENTER,RE_CENTER,95.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,RE_CENTER,RE_CENTER,94.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,113.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,STOP_LOSS_HIT,STOP_LOSS_HIT,115.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,RE_CENTER,RE_CENTER,95.0,,0.0,,
2026-09-17T10:00:00+05:30,NiftyOptions,,RE_CENTER,RE_CENTER,94.0,,0.0,,
2026-09-17T15:15:00+05:30,SessionFlatten,,CIRCUIT_BREAKER,CIRCUIT_BREAKER,1.9,,0.0,,
2026-09-17T15:15:00+05:30,SessionFlatten,,CIRCUIT_BREAKER,CIRCUIT_BREAKER,2.4,,0.0,,
2026-09-17T15:15:00+05:30,SessionFlatten,,CIRCUIT_BREAKER,CIRCUIT_BREAKER,96.0,,0.0,,
2026-09-17T15:15:00+05:30,SessionFlatten,,CIRCUIT_BREAKER,CIRCUIT_BREAKER,95.0,,0.0,,
